id,drug_id,name,drug_type,amount,exp,mfg,brand,description,updated_date
840,inf40,Sintrom 4,LOZENGES,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
841,inf41,Somatin,LINIMENT,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
842,inf42,Fontit-F,LINIMENT,150,6month,9/29/2021,"F.Hoffmann-La Roche., Ltd","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
843,inf43,Tophem,LINIMENT,150,6month,9/29/2021,Pharmedic,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
844,inf44,Gon sa Ezeti-10,LOTIONS,150,6month,9/29/2021,Orion Corporation,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
845,inf45,Arixtra,PASTE,150,6month,9/29/2021,"F.Hoffmann-La Roche., Ltd","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
846,inf46,Toxaxin Inj,GELS,150,6month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
847,inf47,Arixtra,MAGMAS,150,6month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
848,inf48,Replenine-VF,MIXTURES,150,6month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
849,inf49,Hezoy,PILLS,150,6month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
850,inf50,Transamin Tablets,PELLETS,150,6month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
851,inf51,Pronivel 2000 IU,PELLETS,150,6month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
852,inf52,Reliporex 10000 IU s,CAPSULES,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
853,inf53,Haemoctin SDH 250,CAPSULES,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
854,inf54,Reliporex 4000 IU,CAPSULES,150,6month,9/29/2021,Laboratoires UPSA - France,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
855,inf55,Lefvox-750,INHALANTS,150,6month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
856,inf56,Ciprofloxacin 500mg,LINIMENT,150,6month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
857,inf57,Ledvir,LINIMENT,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
858,inf58,Vixbarin 400mg,LINIMENT,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
859,inf59,Govou,LOTIONS,150,6month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
860,inf60,Tavanic,PASTE,150,6month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
861,inf61,Tavanic,POWDER,150,6month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
862,inf62,Augmex Duo Tabs,EMULSIONS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
863,inf63,Acnequidt,GELS,150,6month,9/29/2021,nd-Swift Ltd - INDIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
864,inf64,Meropenem 1g,MAGMAS,150,6month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
865,inf65,Albendazole 400mg,MIXTURES,150,6month,9/29/2021,U.C.B. Farchin S.A - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
866,inf66,Albendazol Stada 400 mg,LIQUID,150,6month,9/29/2021,"Korea Drug Co., Ltd - KOREA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
867,inf67,Virclath,LIQUID,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
868,inf68,Eduar,TABLETS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
869,inf69,Salgad,OIMENTS,150,6month,9/29/2021,Farmak JSC - UKraine,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
870,inf70,Razirax,LOZENGES,150,6month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
871,inf71,Guilaume,LOZENGES,150,6month,9/29/2021,"Ind-Swift., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
872,inf72,Cybercef 750 mg,OIMENTS,150,6month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
873,inf73,Medoclav 1g,LOZENGES,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
874,inf74,Madopar,PILLS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
875,inf75,Trihexyphenidyl 2mg,PELLETS,150,6month,9/29/2021,"Micro Labs., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
876,inf76,Stalevo 100/25/200,PELLETS,150,6month,9/29/2021,"Axon Drugs Private., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
877,inf77,Madopar,CAPSULES,150,6month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
878,inf78,Sifrol,CAPSULES,150,6month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
879,inf79,Sifrol,CAPSULES,150,6month,9/29/2021,Cenexi SAS - FRANCE,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
880,inf80,Masopen 100/10,INHALANTS,150,6month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
881,inf81,Sifrol,LINIMENT,150,6month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
882,inf82,Stalevo 150/37.5/200,LINIMENT,150,6month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
883,inf83,Syndopa 275,LINIMENT,150,6month,9/29/2021,Stellapharm - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
884,inf84,Danapha-Trihex 2,LOTIONS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
885,inf85,Trihexyphenidyl,PASTE,150,6month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
886,inf86,Stalevo 150/37.5/200,POWDER,150,6month,9/29/2021,Orion Corporation,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
887,inf87,Madopar HBS,EMULSIONS,150,6month,9/29/2021,"F.Hoffmann-La Roche., Ltd","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
888,inf88,Sifstad 0.18,GELS,150,6month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
889,inf89,Sifrol,MAGMAS,150,6month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
890,inf90,Succinimide Pharbiol,MIXTURES,150,6month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
891,inf91,Apo-Trihex 2mg,LIQUID,150,6month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
892,inf92,Uro-Vaxom,LIQUID,150,6month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
893,inf93,Althax,TABLETS,150,6month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
894,inf94,ProIVIG,OIMENTS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
895,inf95,Keytruda,LOZENGES,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
896,inf96,Beriate,LOZENGES,150,6month,9/29/2021,Laboratoires UPSA - France,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
897,inf97,Hizentra,OIMENTS,150,6month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
898,inf98,Privigen,LOZENGES,150,6month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
899,inf99,Darzalex,OIMENTS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
900,inf100,Simponi,LOZENGES,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
901,inf101,Hizentra,LOZENGES,150,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
902,inf102,Mabthera,OIMENTS,150,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
903,inf103,Imurel 50mg,LOZENGES,150,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
904,inf104,Prograf,PILLS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
905,inf105,HYYR,PELLETS,150,12month,9/29/2021,nd-Swift Ltd - INDIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
906,inf106,Hytinon,PELLETS,150,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
907,inf107,Tacropic 0.03%,CAPSULES,150,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
908,inf108,Prograf,CAPSULES,150,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
909,inf109,Iritero 100mg/5ml,CAPSULES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
910,inf110,Prograf 0.5mg,INHALANTS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
911,inf111,Phastarxin,LINIMENT,150,12month,9/29/2021,Farmak JSC - UKraine,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
912,inf112,Fluzinstad 5,OIMENTS,150,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
913,inf113,Sobelin,LOZENGES,150,12month,9/29/2021,"Ind-Swift., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
914,inf114,Reinal,LOZENGES,150,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
915,inf115,Siberian,OIMENTS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
916,inf116,Lelocin 5,LOZENGES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
917,inf117,Sarah Cap,PILLS,150,12month,9/29/2021,"Micro Labs., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
918,inf118,Reinal-5,PELLETS,150,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
919,inf119,Lelocin 5,PELLETS,150,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
920,inf120,Metomol Tablet,CAPSULES,150,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
921,inf121,Fluthepharm 10,CAPSULES,150,12month,9/29/2021,Cenexi SAS - FRANCE,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
922,inf122,Lodegald-Flunarizin,CAPSULES,150,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
923,inf123,Sibendina,INHALANTS,150,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
924,inf124,Virtizin 5,LINIMENT,150,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
925,inf125,Sibetinic Soft,LINIMENT,150,12month,9/29/2021,Stellapharm - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
926,inf126,Sibetinic,LINIMENT,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
927,inf127,Hagizin,LOTIONS,150,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
928,inf128,Mezapizine 10,PASTE,150,12month,9/29/2021,Novartis Farma S.P.A Italy,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
929,inf129,Sobelin,POWDER,150,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
930,inf130,Darintab,EMULSIONS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
931,inf131,Oliveirim,GELS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
932,inf132,Pentoxifylin,MAGMAS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
933,inf133,Advate,MIXTURES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
934,inf134,Nanokine,LIQUID,150,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
935,inf135,Epocassa,LIQUID,150,12month,9/29/2021,Pharmedic,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
936,inf136,Pentoxipharm,TABLETS,150,12month,9/29/2021,Orion Corporation,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
937,inf137,Sintrom 4,OIMENTS,150,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
938,inf138,Somatin,LOZENGES,150,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
939,inf139,Fontit-F,LINIMENT,150,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
940,inf140,Tophem,LINIMENT,150,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
941,inf141,Gon sa Ezeti-10,LINIMENT,150,12month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
942,inf142,Arixtra,LOTIONS,150,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
943,inf143,Toxaxin Inj,PASTE,150,12month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
944,inf144,Arixtra,GELS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
945,inf145,Replenine-VF,MAGMAS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
946,inf146,Hezoy,MIXTURES,150,12month,9/29/2021,Laboratoires UPSA - France,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
947,inf147,Transamin Tablets,PASTE,150,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
948,inf148,Pronivel 2000 IU,GELS,150,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
949,inf149,Reliporex 10000 IU s,MAGMAS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
950,inf150,Haemoctin SDH 250,MIXTURES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
951,inf151,Reliporex 4000 IU,PILLS,150,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
952,inf152,Lefvox-750,PELLETS,150,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
953,inf153,Ciprofloxacin 500mg,PELLETS,150,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
954,inf154,Ledvir,CAPSULES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
955,inf155,Vixbarin 400mg,CAPSULES,150,12month,9/29/2021,nd-Swift Ltd - INDIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
956,inf156,Govou,CAPSULES,150,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
957,inf157,Tavanic,INHALANTS,150,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
958,inf158,Tavanic,LINIMENT,150,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
959,inf159,Augmex Duo Tabs,LINIMENT,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
960,inf160,Acnequidt,LINIMENT,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
961,inf161,Meropenem 1g,LOTIONS,150,12month,9/29/2021,Farmak JSC - UKraine,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
962,inf162,Albendazole 400mg,PASTE,150,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
963,inf163,Albendazol Stada 400 mg,POWDER,150,12month,9/29/2021,"Ind-Swift., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
964,inf164,Virclath,EMULSIONS,150,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
965,inf165,Eduar,GELS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
966,inf166,Salgad,MAGMAS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
967,inf167,Razirax,MIXTURES,150,12month,9/29/2021,"Micro Labs., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
968,inf168,Guilaume,LIQUID,150,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
969,inf169,Cybercef 750 mg,LIQUID,150,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
970,inf170,Medoclav 1g,TABLETS,150,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
971,inf171,Madopar,OIMENTS,150,12month,9/29/2021,Cenexi SAS - FRANCE,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
972,inf172,Trihexyphenidyl 2mg,LOZENGES,150,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
973,inf173,Stalevo 100/25/200,LOZENGES,150,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
974,inf174,Madopar,OIMENTS,150,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
975,inf175,Sifrol,LOZENGES,150,12month,9/29/2021,Stellapharm - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
976,inf176,Sifrol,PILLS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
977,inf177,Masopen 100/10,PELLETS,150,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
978,inf178,Sifrol,PELLETS,150,12month,9/29/2021,Novartis Farma S.P.A Italy,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
979,inf179,Stalevo 150/37.5/200,CAPSULES,150,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
980,inf180,Syndopa 275,CAPSULES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
981,inf181,Danapha-Trihex 2,CAPSULES,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
982,inf182,Trihexyphenidyl,INHALANTS,150,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
